avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,complete,eval_mask_area,failure_flag,failure_note,final_mask_area,inside_blue_ratio,inside_mask_l1,mask_path,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,missing,outside_mask_l1,peak_gpu_memory_gb,result_image,run,runtime_seconds,seed,source_image,source_l1,source_prompt,source_rmse,source_ssim_luma,target_prompt,task
1.0,0.9257698928316435,0.9999999726812044,0.9257699077328047,-0.409617076938351,-0.0014878966442969006,53.15254815419515,0.04843749850988388,0.015112708759261295,12.137349406878153,True,0.7773193359375,,,0.04843749850988388,0.10534250447564308,0.05760805308818817,outputs/pretty_matrix/dog_sunglasses/adaptive_full_generic_support/seed_10/masks/combined.png,1.0,170.1695556640625,0.04309543967247009,21.213167190551758,adaptive_full_generic_support,,0.04034651070833206,14.110691547393799,outputs/pretty_matrix/dog_sunglasses/adaptive_full_generic_support/seed_10/result.png,dog_sunglasses/adaptive_full_generic_support/seed_10,76.99938102299348,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05376424640417099,A front-facing portrait of a dog in snow.,0.10130521390273182,0.9050999408404338,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22437499463558197,0.0,0.0,True,0.7773193359375,,,0.22437499463558197,0.07243317943402745,0.0662946105003357,outputs/pretty_matrix/dog_sunglasses/base_only/seed_10/masks/combined.png,1.0,0.0,0.0,0.0,base_only,,0.06360837817192078,12.229429721832275,outputs/pretty_matrix/dog_sunglasses/base_only/seed_10/result.png,dog_sunglasses/base_only/seed_10,69.35454099206254,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.06569644808769226,A front-facing portrait of a dog in snow.,0.0959664100009538,0.9081982086880602,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.9288361221551895,1.000000034769376,0.9288361370563507,0.0,0.0,165.48719628651938,0.22437499463558197,0.0,0.0,True,0.7773193359375,,,0.22437499463558197,0.11712051257891265,0.1265675276517868,outputs/pretty_matrix/dog_sunglasses/direct_target/seed_10/masks/combined.png,1.0,427.919189453125,0.0,0.0,direct_target,,0.09344973415136337,12.229429721832275,outputs/pretty_matrix/dog_sunglasses/direct_target/seed_10/result.png,dog_sunglasses/direct_target/seed_10,36.761004101950675,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.11919282376766205,A front-facing portrait of a dog in snow.,0.20322982210854934,0.6598112799682151,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.9318796321749687,1.0000000248352687,0.9318796023726463,-0.41821659728884697,-0.002669076692351761,70.28451079130173,0.07750000059604645,0.014535789217916317,14.415225346883139,True,0.100859375,,,0.07750000059604645,0.34643687064291245,0.1499858945608139,outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,1.0,164.93687438964844,0.03971453011035919,27.79875373840332,support_v3_controller_rmsgap,,0.047325290739536285,14.108457088470459,outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap/seed_10/result.png,dog_sunglasses/support_v3_controller_rmsgap/seed_10,120.0626221250277,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.057679563760757446,A front-facing portrait of a dog in snow.,0.10449902342780346,0.8980987850909353,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.929993045826753,0.9999999875823656,0.9299930234750112,-0.39324247278273106,-0.0025689619930441645,66.44819962978363,0.07750000059604645,0.015154234929165492,10.292736530303955,True,0.100859375,,,0.07750000059604645,0.28742254066615025,0.14231353998184204,outputs/pretty_matrix/dog_sunglasses/support_v3_fixed/seed_10/masks/operation_v3_edit_mask.png,1.0,162.80001831054688,0.03971453011035919,17.062868118286133,support_v3_fixed,,0.047490622848272324,14.108705997467041,outputs/pretty_matrix/dog_sunglasses/support_v3_fixed/seed_10/result.png,dog_sunglasses/support_v3_fixed/seed_10,123.94156670104712,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05705441161990166,A front-facing portrait of a dog in snow.,0.10344440781441383,0.898768444837516,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.9387506271402041,1.000000002483527,0.938750629623731,-0.4973418340086937,-0.003498110866833789,13.395840843518576,0.0613839291036129,0.007615181243939635,7.578073004881541,True,0.7365606398809523,,,0.0613839291036129,0.005358608498011238,0.008474685251712799,outputs/pretty_matrix/mug_heart/adaptive_full_generic_support/seed_10/masks/combined.png,1.0,38.500511169433594,0.01637277938425541,15.347146034240723,adaptive_full_generic_support,,0.007177370134741068,13.382246971130371,outputs/pretty_matrix/mug_heart/adaptive_full_generic_support/seed_10/result.png,mug_heart/adaptive_full_generic_support/seed_10,56.405413917964324,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.00813292246311903,A minimalist photo of a plain white ceramic mug on a grey background.,0.019276240159247213,0.96716667845656,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751488134264946,0.0,0.0,True,0.7347819010416666,,,0.0751488134264946,0.0025473474360394287,0.013423970900475979,outputs/pretty_matrix/mug_heart/base_only/seed_10/masks/combined.png,1.0,0.0,0.0,0.0,base_only,,0.015122383832931519,12.228387355804443,outputs/pretty_matrix/mug_heart/base_only/seed_10/result.png,mug_heart/base_only/seed_10,69.96668883296661,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.013874422758817673,A minimalist photo of a plain white ceramic mug on a grey background.,0.022586150852777105,0.9525838722270644,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
1.0,0.9221471572915713,1.0000000099341075,0.9221471423904101,0.0,0.0,35.74044986565908,0.0751488134264946,0.0,0.0,True,0.7347819010416666,,,0.0751488134264946,8.702118570321029e-05,0.036208733916282654,outputs/pretty_matrix/mug_heart/direct_target/seed_10/masks/combined.png,1.0,192.15692138671875,0.0,0.0,direct_target,,0.03235206380486488,12.228387355804443,outputs/pretty_matrix/mug_heart/direct_target/seed_10/result.png,mug_heart/direct_target/seed_10,31.75719489599578,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.03518587723374367,A minimalist photo of a plain white ceramic mug on a grey background.,0.07211676937846165,0.7527661631732503,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
1.0,0.9296474829316139,1.0000000173846881,0.929647500316302,-0.4283745189507802,-0.00023110192645011315,39.02510768175125,0.0357142873108387,0.0074437553945851205,19.434956351915996,True,0.04049827938988095,,,0.0357142873108387,0.0,0.07456083595752716,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,1.0,159.88955688476562,0.015353056602180004,26.845802307128906,support_v3_controller_rmsgap,,0.007664067670702934,13.381696701049805,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/result.png,mug_heart/support_v3_controller_rmsgap/seed_10,112.16987230698578,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010373270139098167,A minimalist photo of a plain white ceramic mug on a grey background.,0.04162478235495003,0.8695541241524459,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
1.0,0.929881731669108,1.0,0.9298817391196886,-0.4220322122176488,-0.0007763184545789651,39.169399877389274,0.0357142873108387,0.007536702643847093,15.04246155420939,True,0.04049827938988095,,,0.0357142873108387,0.00014353380221042057,0.07679659128189087,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_10/masks/operation_v3_edit_mask.png,1.0,165.59217834472656,0.015353056602180004,26.62150001525879,support_v3_fixed,,0.007737827021628618,13.37908124923706,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_10/result.png,mug_heart/support_v3_fixed/seed_10,108.57680559298024,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010534586384892464,A minimalist photo of a plain white ceramic mug on a grey background.,0.04226611856323989,0.8654418506241216,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
